GAME-ID,DATE,OPENING SPREAD,OPENING TOTAL,CLOSING SPREAD,CLOSING TOTAL,PACE,team,home_away,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOTR,Assists,PF,ST,TO,total_TO,BL,PTS,opp_PTS,POSS,OEFF,DEFF,rest_days,EFG,OREB,FTR,TOVR,opp_EFG,opp_OREB,opp_FTR,opp_TOVR,opp_team,opp_FG,opp_FGA,opp_3P,opp_3PA,opp_FT,opp_FTA,opp_OR,opp_DR,opp_TOT,opp_A,opp_PF,opp_ST,opp_TO,opp_total_TO,opp_BL,opp_POSS,opp_OEFF,opp_DEFF,opp_rest_days,win,EFG_diff
21800200,11/13/2018,-4,212.5,-4.5,216,89.66357576,Houston,R,39,71,13,37,18,26,6,26,32,23,20,7,14,15,6,109,99,89.66357576,121.5655288,110.412728,3IN4,0.64084507,0.2,0.253521127,0.153940887,0.572368421,0.212121212,0.157894737,0.161550889,Denver,38,76,11,25,12,16,7,24,31,27,20,11,16,16,2,89.66357576,110.412728,121.5655288,1,1,0.068476649
21800201,11/13/2018,-13,230,-11.5,229,98.33755556,Atlanta,R,40,89,12,32,11,15,10,32,42,25,18,9,14,17,2,103,110,98.33755556,104.7412653,111.8596038,1,0.516853933,0.222222222,0.123595506,0.150976909,0.494505495,0.288888889,0.21978022,0.114800424,Golden State,39,91,12,27,20,21,13,35,48,28,20,8,13,13,6,98.33755556,111.8596038,104.7412653,3IN4-B2B,0,0.022348438
21800202,11/14/2018,6,220,5.5,217.5,94.69563492,Philadelphia,R,41,86,14,29,10,15,10,31,41,32,21,2,14,15,3,106,111,94.69563492,111.9375778,117.2176522,1,0.558139535,0.238095238,0.11627907,0.139405204,0.575,0.138888889,0.2375,0.109257052,Orlando,40,80,12,28,19,22,5,32,37,23,21,7,10,11,4,94.69563492,117.2176522,111.9375778,3IN4,0,-0.016860465
21800203,11/14/2018,-11,219.5,-12.5,215.5,105.119561,Cleveland,R,35,77,4,21,21,31,9,33,42,22,24,12,23,24,6,95,119,105.119561,90.37328459,113.2044302,B2B,0.480519481,0.219512195,0.272727273,0.209351012,0.548913043,0.266666667,0.195652174,0.148221344,Washington,44,92,13,40,18,26,12,32,44,30,25,17,18,18,3,105.119561,113.2044302,90.37328459,1,0,-0.068393563
21800204,11/14/2018,-12,210,-13,212.5,101.5001,Chicago,R,33,84,7,23,9,9,7,40,47,16,16,8,22,22,3,82,111,101.5001,80.78809775,109.3594982,1,0.43452381,0.14,0.107142857,0.200072754,0.55,0.166666667,0.133333333,0.127087872,Boston,42,90,15,34,12,14,8,43,51,27,12,12,13,14,5,101.5001,109.3594982,80.78809775,2,0,-0.11547619
21800205,11/14/2018,1.5,218.5,2,214,107.4119737,Miami,R,46,85,8,29,20,28,6,41,47,23,27,6,17,18,6,120,107,107.4119737,111.7193883,99.6164546,1,0.588235294,0.166666667,0.235294118,0.156087409,0.445544554,0.280701754,0.168316832,0.11852086,Brooklyn,41,101,8,28,17,24,16,30,46,17,29,10,15,15,2,107.4119737,99.6164546,111.7193883,1,1,0.14269074
21800206,11/14/2018,-10,222,-9.5,221.5,105.6419318,Detroit,R,44,91,10,33,8,13,7,32,39,24,24,8,17,18,5,106,104,105.6419318,100.3389451,98.44575748,2,0.538461538,0.159090909,0.087912088,0.156903766,0.510869565,0.272727273,0.108695652,0.167392032,Toronto,45,92,4,20,10,17,12,37,49,23,19,9,20,20,3,105.6419318,98.44575748,100.3389451,1,1,0.027591973
21800207,11/14/2018,-9.5,217.5,-9.5,213,100.0117949,Memphis,R,42,83,14,36,18,24,4,30,34,24,20,8,12,14,4,116,113,100.0117949,115.9863196,112.9866734,1,0.590361446,0.102564103,0.21686747,0.130159911,0.561728395,0.230769231,0.271604938,0.146950771,Milwaukee,41,81,9,35,22,27,9,35,44,22,22,5,16,16,8,100.0117949,112.9866734,115.9863196,2,1,0.028633051
21800208,11/14/2018,-1.5,237.5,2,232.5,104.4832886,New Orleans,R,40,94,9,28,11,18,10,36,46,25,21,7,18,18,6,100,107,104.4832886,95.70908546,102.4087214,1,0.473404255,0.217391304,0.117021277,0.150100067,0.488888889,0.234042553,0.211111111,0.13726836,Minnesota,37,90,14,32,19,24,11,36,47,29,22,14,15,16,6,104.4832886,102.4087214,95.70908546,1,0,-0.015484634
21800209,11/14/2018,-8.5,213,-8.5,211.5,102.3626395,New York,R,39,88,7,26,18,23,9,27,36,18,17,8,18,18,8,103,128,102.3626395,100.6226495,125.0456227,2,0.482954545,0.209302326,0.204545455,0.155012056,0.621052632,0.325,0.105263158,0.137598899,Oklahoma City,51,95,16,33,10,12,13,34,47,32,21,11,16,16,7,102.3626395,125.0456227,100.6226495,1,0,-0.138098086
21800210,11/14/2018,3.5,215.5,5,212,100.2457692,Utah,R,25,81,6,35,12,19,8,25,33,16,21,11,21,22,3,68,118,100.2457692,67.83328665,117.7107033,1,0.345679012,0.153846154,0.148148148,0.197557471,0.662337662,0.21875,0.207792208,0.18594273,Dallas,45,77,12,28,16,24,7,44,51,24,19,12,19,20,6,100.2457692,117.7107033,67.83328665,1,0,-0.31665865
21800211,11/14/2018,5,211.5,6,213,96.81475155,San Antonio,R,35,83,7,23,19,24,13,30,43,16,12,7,18,18,4,96,116,96.81475155,99.15844276,119.8164517,1,0.463855422,0.282608696,0.228915663,0.161348153,0.648809524,0.142857143,0.083333333,0.154559505,Phoenix,47,84,15,31,7,8,5,33,38,27,23,9,16,16,4,96.81475155,119.8164517,99.15844276,1,0,-0.184954102
21800212,11/14/2018,-1,227,-2,223,104.2891578,Portland,R,41,93,14,33,21,23,11,36,47,24,21,8,14,15,10,117,126,104.2891578,112.1880764,120.8179284,2,0.516129032,0.229166667,0.225806452,0.126989502,0.553763441,0.234042553,0.247311828,0.110694823,LA Lakers,44,93,15,32,23,26,11,37,48,25,18,11,13,13,6,104.2891578,120.8179284,112.1880764,2,0,-0.037634409
21800213,11/15/2018,0,220,-4.5,217,87.88996656,Golden State,R,32,76,4,18,18,22,12,32,44,18,24,2,16,17,5,86,107,87.88996656,97.84962194,121.7431343,3IN4,0.447368421,0.307692308,0.236842105,0.165562914,0.494252874,0.304347826,0.24137931,0.075159714,Houston,35,87,16,47,21,26,14,27,41,20,21,8,5,8,4,87.88996656,121.7431343,97.84962194,1,0,-0.046884453
21800214,11/15/2018,-12.5,223,-14,223,106.1882051,Atlanta,R,32,92,9,42,20,27,15,28,43,20,22,7,19,19,5,93,138,106.1882051,87.58034839,129.9579363,1,0.39673913,0.25,0.217391304,0.154622396,0.632978723,0.282051282,0.20212766,0.125,Denver,53,94,13,31,19,25,11,45,56,34,24,12,15,15,6,106.1882051,129.9579363,87.58034839,1,0,-0.236239593
21800215,11/15/2018,-5,219.5,-6,217,99.70271291,San Antonio,R,41,102,9,29,20,25,15,30,45,19,24,7,5,5,6,111,116,99.70271291,111.3309726,116.3458813,3IN4-B2B,0.446078431,0.267857143,0.196078431,0.042372881,0.517647059,0.230769231,0.329411765,0.106761566,LA Clippers,40,85,8,23,28,35,9,41,50,23,25,2,12,12,3,99.70271291,116.3458813,111.3309726,2,0,-0.071568627
21800216,11/16/2018,-1.5,214,-1.5,218,97.74279107,Toronto,R,42,97,8,29,24,29,11,32,43,20,23,12,13,14,4,116,123,107.9243318,107.4827132,113.968739,1,0.474226804,0.229166667,0.24742268,0.113122172,0.578651685,0.219512195,0.224719101,0.153113304,Boston,47,89,9,26,20,24,9,37,46,25,23,9,18,18,6,107.9243318,113.968739,107.4827132,1,0,-0.104424881
21800217,11/16/2018,-4.5,212,-5,213.5,101.00375,Miami,R,35,93,14,36,7,10,13,38,51,21,16,10,16,18,5,91,99,101.00375,90.09566476,98.01616277,1,0.451612903,0.232142857,0.075268817,0.155979203,0.530864198,0.095238095,0.160493827,0.178236398,Indiana,36,81,14,27,13,15,4,43,47,22,14,10,19,19,6,101.00375,98.01616277,90.09566476,3+,0,-0.079251294
21800218,11/16/2018,-2.5,216.5,-2.5,216.5,102.1798937,Utah,R,41,88,4,22,21,37,10,29,39,15,25,10,13,13,4,107,113,102.1798937,104.7172747,110.5892715,1,0.488636364,0.243902439,0.238636364,0.110845839,0.574074074,0.256410256,0.24691358,0.159179342,Philadelphia,41,81,11,23,20,32,10,31,41,25,27,7,17,18,5,102.1798937,110.5892715,104.7172747,1,0,-0.08543771
21800219,11/16/2018,-6.5,220.5,-6.5,224,100.8871558,Brooklyn,R,38,90,9,33,30,38,13,34,47,19,24,8,11,12,3,115,104,100.8871558,113.9887423,103.0854713,1,0.472222222,0.270833333,0.333333333,0.101078167,0.442528736,0.260869565,0.310344828,0.113082811,Washington,37,87,3,18,27,34,12,35,47,18,23,5,13,13,4,100.8871558,103.0854713,113.9887423,1,1,0.029693487
21800220,11/16/2018,-6.5,213.5,-6.5,212,100.608875,Sacramento,R,37,80,12,33,18,24,9,33,42,23,24,9,21,21,2,104,112,100.608875,103.3706022,111.322187,3+,0.5375,0.225,0.225,0.188239512,0.570588235,0.214285714,0.176470588,0.143420581,Memphis,43,85,11,25,15,24,9,31,40,24,23,11,13,16,5,100.608875,111.322187,103.3706022,1,0,-0.033088235
21800221,11/16/2018,1.5,223,-1.5,225,99.71533333,Portland,R,37,88,8,29,14,20,11,37,48,16,14,6,18,18,1,96,112,99.71533333,96.27406016,112.3197369,1,0.465909091,0.244444444,0.159090909,0.156794425,0.565217391,0.195652174,0.086956522,0.110253583,Minnesota,46,92,12,28,8,11,9,34,43,28,16,11,12,12,4,99.71533333,112.3197369,96.27406016,1,0,-0.0993083
21800222,11/16/2018,-10,227,-11,227,110.8837526,New York,R,48,98,11,34,17,24,12,32,44,15,31,10,13,13,6,124,129,110.8837526,111.8288271,116.338054,1,0.545918367,0.218181818,0.173469388,0.106943073,0.535353535,0.255813953,0.232323232,0.117114304,New Orleans,48,99,10,34,23,32,11,43,54,27,25,5,15,15,5,110.8837526,116.338054,111.8288271,1,0,0.010564832
21800223,11/16/2018,-13.5,223,-14.5,225.5,105.3415019,Chicago,R,41,94,13,33,9,13,4,32,36,22,15,8,12,12,3,104,123,105.3415019,98.72652097,116.7630969,1,0.505319149,0.083333333,0.095744681,0.107411386,0.602150538,0.255813953,0.11827957,0.144705482,Milwaukee,47,93,18,43,11,17,11,44,55,28,14,8,16,17,8,105.3415019,116.7630969,98.72652097,1,0,-0.096831389
21800224,11/17/2018,6,221,4,221.5,98.3258204,LA Clippers,R,48,95,11,23,20,24,9,29,38,23,25,4,8,8,1,127,119,98.3258204,129.1624107,121.0261959,1,0.563157895,0.219512195,0.210526316,0.070447341,0.528409091,0.340909091,0.295454545,0.096525097,Brooklyn,40,88,13,28,26,34,15,32,47,25,22,4,11,11,5,98.3258204,121.0261959,129.1624107,3IN4-B2B,1,0.034748804
21800225,11/17/2018,-2,226,-3,225,105.52327,Philadelphia,R,39,93,11,35,33,38,9,44,53,23,24,9,19,19,6,122,119,116.5152772,104.7072992,102.1325296,3IN4-B2B,0.478494624,0.183673469,0.35483871,0.147607209,0.474747475,0.169811321,0.252525253,0.132937129,Charlotte,42,99,10,31,25,27,9,40,49,23,29,10,17,17,3,116.5152772,102.1325296,104.7072992,3+,1,0.003747149
21800226,11/17/2018,-12.5,219,-11.5,219,108.4313406,Atlanta,R,31,87,8,29,19,27,5,36,41,20,24,15,18,18,6,89,97,108.4313406,82.0795902,89.4575309,1,0.402298851,0.104166667,0.218390805,0.154004107,0.471264368,0.217391304,0.172413793,0.199600798,Indiana,35,87,12,30,15,21,10,43,53,25,26,11,22,24,6,108.4313406,89.4575309,82.0795902,B2B,0,-0.068965517
21800227,11/17/2018,5,222,4,222.5,103.5550658,LA Lakers,R,43,90,10,30,21,25,8,33,41,22,20,5,14,14,6,117,130,103.5550658,112.983367,125.5370744,2,0.533333333,0.210526316,0.233333333,0.12173913,0.596774194,0.25,0.204301075,0.111953152,Orlando,50,93,11,32,19,23,11,30,41,28,23,5,13,13,8,103.5550658,125.5370744,112.983367,2,0,-0.06344086
21800228,11/17/2018,1,225,-1,227.5,101.1022497,Denver,R,46,95,15,39,8,13,10,33,43,30,23,5,13,13,6,115,125,101.1022497,113.7462324,123.6372092,1,0.563157895,0.217391304,0.084210526,0.114315864,0.540229885,0.23255814,0.356321839,0.097379603,New Orleans,42,87,10,25,31,34,10,36,46,29,18,6,11,11,8,101.1022497,123.6372092,113.7462324,3IN4-B2B,0,0.02292801
21800229,11/17/2018,-4.5,208.5,-4,207,95.37731707,Utah,R,35,78,11,38,17,27,7,39,46,23,23,11,14,15,4,98,86,95.37731707,102.7497973,90.1681895,3IN4-B2B,0.519230769,0.170731707,0.217948718,0.143020595,0.412087912,0.303571429,0.120879121,0.123022847,Boston,35,91,5,33,11,20,17,34,51,16,22,11,14,14,4,95.37731707,90.1681895,102.7497973,3IN4-B2B,1,0.107142857
21800230,11/17/2018,9,216.5,9.5,214.5,107.8293046,Toronto,R,48,89,14,35,12,13,8,46,54,31,24,14,23,23,10,122,83,107.8293046,113.141785,76.97350949,3IN4-B2B,0.617977528,0.228571429,0.134831461,0.195378865,0.395348837,0.132075472,0.174418605,0.187649266,Chicago,30,86,8,27,15,21,7,27,34,21,19,13,22,22,3,107.8293046,76.97350949,113.141785,3IN4-B2B,1,0.222628691
21800231,11/17/2018,-12,218.5,-12,219.5,105.0748958,Sacramento,R,46,102,11,35,9,12,13,26,39,23,21,10,14,14,3,112,132,105.0748958,106.5906362,125.6246784,B2B,0.504901961,0.270833333,0.088235294,0.115435356,0.691358025,0.1875,0.24691358,0.193730187,Houston,46,81,20,47,20,24,6,35,41,27,20,9,22,22,10,105.0748958,125.6246784,106.5906362,1,0,-0.186456064
21800232,11/17/2018,3.5,216.5,2,215.5,99.94459535,Golden State,R,42,94,9,33,16,17,12,35,47,24,27,6,12,12,6,109,112,99.94459535,109.0604245,112.0620876,1,0.494680851,0.24,0.170212766,0.105745506,0.523255814,0.186046512,0.255813953,0.090122567,Dallas,40,86,10,34,22,34,8,38,46,18,18,6,10,10,5,99.94459535,112.0620876,109.0604245,2,0,-0.028574963
21800233,11/17/2018,6.5,217.5,4.5,216.5,99.7210453,Oklahoma City,R,38,85,7,24,27,32,14,38,52,17,20,9,18,18,7,110,100,99.7210453,110.3077085,100.279735,2,0.488235294,0.341463415,0.317647059,0.153741032,0.524390244,0.095238095,0.170731707,0.141189759,Phoenix,37,82,12,29,14,21,4,27,31,25,28,14,14,15,6,99.7210453,100.279735,110.3077085,2,1,-0.03615495
21800234,11/18/2018,-3.5,213,-5.5,208.5,93.97185572,Memphis,R,35,82,12,28,18,25,10,33,43,26,20,11,12,12,9,100,87,93.97185572,106.4148401,92.58091088,1,0.5,0.204081633,0.219512195,0.114285714,0.4625,0.23255814,0.1625,0.186846039,Minnesota,31,80,12,29,13,16,10,39,49,20,20,8,20,20,3,93.97185572,92.58091088,106.4148401,1,1,0.0375
21800235,11/18/2018,-1.5,228,1.5,224.5,96.1056,LA Lakers,R,42,95,11,27,18,21,14,36,50,16,19,7,9,10,5,113,97,96.1056,117.5789964,100.930643,B2B,0.5,0.28,0.189473684,0.087535014,0.477011494,0.25,0.16091954,0.128017557,Miami,35,87,13,32,14,19,12,36,48,20,21,3,12,14,5,96.1056,100.930643,117.5789964,1,1,0.022988506
21800236,11/18/2018,-4.5,213,-5,219,99.48765278,New York,R,40,87,8,24,29,35,17,25,42,12,26,7,14,14,2,117,131,99.48765278,117.6025333,131.6746313,1,0.505747126,0.377777778,0.333333333,0.120274914,0.648809524,0.21875,0.261904762,0.151191747,Orlando,48,84,13,32,22,26,7,28,35,35,26,5,15,17,6,99.48765278,131.6746313,117.6025333,B2B,0,-0.143062397
21800237,11/18/2018,1,224,-1,220.5,105.5294969,Portland,R,39,86,11,30,30,35,9,43,52,26,25,4,15,15,3,119,109,105.5294969,112.7646805,103.2886569,1,0.51744186,0.209302326,0.348837209,0.128865979,0.515625,0.173076923,0.104166667,0.102354145,Washington,43,96,13,32,10,21,9,34,43,28,30,4,11,12,9,105.5294969,103.2886569,112.7646805,1,1,0.00181686
21800238,11/18/2018,-1.5,217,-3,212,95.90882979,Golden State,R,35,86,5,26,17,21,10,36,46,20,17,6,11,12,4,92,104,95.90882979,95.92443178,108.4363142,3IN4-B2B,0.436046512,0.212765957,0.197674419,0.111898545,0.5,0.234042553,0.130434783,0.099565532,San Antonio,41,92,10,24,12,17,11,37,48,24,18,3,10,11,5,95.90882979,108.4363142,95.92443178,2,0,-0.063953488
21800239,11/19/2018,1,216,3.5,217.5,100.9180488,Boston,R,45,89,9,32,13,18,8,33,41,31,22,9,12,12,6,112,117,100.9180488,110.981139,115.9356541,3IN4,0.556179775,0.181818182,0.146067416,0.110172604,0.56741573,0.195121951,0.179775281,0.124245651,Charlotte,43,89,15,41,16,22,8,36,44,18,16,5,13,14,3,100.9180488,115.9356541,110.981139,1,0,-0.011235955
21800240,11/19/2018,-10,211,-9.5,213.5,91.42015351,Cleveland,R,35,79,8,21,24,34,11,25,36,16,22,8,9,10,3,102,113,91.42015351,111.5727726,123.6051304,3+,0.493670886,0.229166667,0.303797468,0.096190843,0.533707865,0.342105263,0.202247191,0.109729334,Detroit,41,89,13,38,18,19,13,37,50,26,27,5,10,12,4,91.42015351,123.6051304,111.5727726,3+,0,-0.040036979
21800241,11/19/2018,1.5,203,4,206,96.52083333,Utah,R,36,74,11,25,11,16,3,33,36,26,18,6,18,19,10,94,121,96.52083333,97.38830132,125.3615368,3IN4,0.560810811,0.083333333,0.148648649,0.18992403,0.591397849,0.25,0.11827957,0.082206796,Indiana,49,93,12,25,11,17,11,33,44,35,17,13,9,9,3,96.52083333,125.3615368,97.38830132,3IN4,0,-0.030587039
21800242,11/19/2018,-12.5,220,-11,219.5,104.4755556,Phoenix,R,44,87,13,33,13,24,5,26,31,25,34,9,13,13,4,114,119,104.4755556,109.1164334,113.9022419,1,0.58045977,0.111111111,0.149425287,0.117583213,0.523809524,0.333333333,0.369047619,0.156404346,Philadelphia,41,84,6,22,31,42,13,40,53,24,27,8,19,19,1,104.4755556,113.9022419,109.1164334,3IN4,0,0.056650246
21800243,11/19/2018,7.5,228,6.5,232.5,108.1489717,LA Clippers,R,40,93,10,33,37,47,15,37,52,24,22,9,15,15,8,127,119,108.1489717,117.4306126,110.0334087,1,0.483870968,0.3,0.397849462,0.116568231,0.504950495,0.301886792,0.168316832,0.127632419,Atlanta,45,101,12,38,17,19,16,35,51,29,38,6,14,16,6,108.1489717,110.0334087,117.4306126,1,1,-0.021079527
21800244,11/19/2018,-3.5,205,-3,199,96.63826674,Dallas,R,30,88,10,32,18,21,7,36,43,17,19,8,9,11,4,88,98,96.63826674,91.06123586,101.4091036,1,0.397727273,0.14893617,0.204545455,0.101626016,0.544303797,0.12195122,0.151898734,0.158165283,Memphis,37,79,12,30,12,14,5,40,45,29,21,8,15,16,11,96.63826674,101.4091036,91.06123586,3IN4-B2B,0,-0.146576525
21800245,11/19/2018,-5,228.5,-5.5,224.5,100.0721614,Denver,R,40,94,12,41,6,9,13,30,43,30,20,6,17,18,4,98,104,100.0721614,97.9293328,103.9250062,1,0.489361702,0.254901961,0.063829787,0.15522594,0.517045455,0.302325581,0.147727273,0.15560166,Milwaukee,40,88,11,36,13,22,13,38,51,21,16,8,15,18,3,100.0721614,103.9250062,97.9293328,2,0,-0.027683752
21800246,11/19/2018,-7.5,225,-7.5,222,101.4902065,San Antonio,R,45,94,12,24,24,30,18,26,44,22,20,7,15,15,0,126,140,101.4902065,124.1499099,137.9443444,B2B,0.542553191,0.391304348,0.255319149,0.122749591,0.62745098,0.35,0.117647059,0.092312857,New Orleans,59,102,10,26,12,14,14,28,42,34,23,10,10,11,5,101.4902065,137.9443444,124.1499099,3IN4,0,-0.084897789
21800247,11/19/2018,3,223,5,227,110.1393199,Oklahoma City,R,45,108,12,41,11,16,13,40,53,22,22,8,13,13,3,113,117,110.1393199,102.5973286,106.2290925,1,0.472222222,0.224137931,0.101851852,0.101530772,0.519607843,0.259259259,0.107843137,0.120501285,Sacramento,45,102,16,38,11,17,14,45,59,29,18,7,15,15,4,110.1393199,106.2290925,102.5973286,3IN4,0,-0.047385621
21800248,11/20/2018,6.5,222.5,7,218.5,96.26797348,Toronto,R,39,87,9,34,6,8,6,37,43,23,19,7,16,16,5,93,91,96.26797348,96.60533678,94.52780266,2,0.5,0.136363636,0.068965517,0.150206534,0.452380952,0.229166667,0.178571429,0.131628432,Orlando,34,84,8,30,15,19,11,38,49,24,11,5,14,14,4,96.26797348,94.52780266,96.60533678,3IN4,1,0.047619048
21800249,11/20/2018,-1,230,-1,234.5,104.8761042,LA Clippers,R,46,89,11,27,15,18,7,37,44,20,28,6,17,19,4,118,125,104.8761042,112.5137141,119.1882565,3IN4-B2B,0.578651685,0.175,0.168539326,0.163906142,0.5,0.229166667,0.344086022,0.059747354,Washington,40,93,13,39,32,39,11,33,44,27,20,11,7,7,8,104.8761042,119.1882565,112.5137141,1,0,0.078651685
21800250,11/20/2018,-3,215.5,-2.5,215.5,98.17485693,Brooklyn,R,38,88,8,31,20,26,13,40,53,17,21,6,11,12,4,104,92,98.17485693,105.9334368,93.71034792,2,0.477272727,0.276595745,0.227272727,0.107681263,0.395,0.310344828,0.13,0.114006515,Miami,36,100,7,32,13,20,18,34,52,18,24,5,14,14,6,98.17485693,93.71034792,105.9334368,1,1,0.082272727
21800251,11/20/2018,7.5,221.5,7.5,220.5,96.53433668,Portland,R,45,95,16,35,12,17,14,29,43,25,19,8,11,12,4,118,114,96.53433668,122.2362986,118.0926952,1,0.557894737,0.304347826,0.126315789,0.104821803,0.584337349,0.256410256,0.204819277,0.139301634,New York,42,83,13,29,17,22,10,32,42,22,15,8,15,15,5,96.53433668,118.0926952,122.2362986,1,1,-0.026442613
21800252,11/21/2018,-2.5,215.5,-4,215.5,93.64420455,Indiana,R,41,84,11,33,16,17,10,27,37,26,19,5,14,14,7,109,127,93.64420455,116.3980201,135.6197115,1,0.553571429,0.25,0.19047619,0.132726583,0.675,0.181818182,0.2375,0.118017309,Charlotte,45,80,18,29,19,22,6,30,36,30,15,7,12,12,3,93.64420455,135.6197115,116.3980201,1,0,-0.121428571
21800253,11/21/2018,-3.5,234,-3,238,107.538,New Orleans,R,42,98,11,30,25,33,20,34,54,24,21,8,15,15,8,120,121,107.538,111.5884618,112.5183656,1,0.484693878,0.357142857,0.255102041,0.117628607,0.5,0.244444444,0.234693878,0.12755102,Philadelphia,44,98,10,29,23,26,11,36,47,27,26,7,16,16,7,107.538,112.5183656,111.5884618,1,0,-0.015306122
21800254,11/21/2018,9.5,230,8,224.5,100.7225462,Toronto,R,48,90,11,29,17,23,14,41,55,33,21,6,17,19,1,124,108,100.7225462,123.11047,107.2252481,B2B,0.594444444,0.358974359,0.188888889,0.159503022,0.505376344,0.18,0.150537634,0.081877729,Atlanta,42,93,10,36,14,18,9,25,34,24,21,10,9,9,7,100.7225462,107.2252481,123.11047,1,1,0.0890681
21800255,11/21/2018,-14,216.5,-15,215.5,101.7669318,New York,R,44,89,15,30,14,17,9,40,49,25,24,3,17,17,11,117,109,101.7669318,114.9685835,107.1074838,3IN4-B2B,0.578651685,0.204545455,0.157303371,0.149806133,0.443298969,0.272727273,0.237113402,0.067181727,Boston,38,97,10,33,23,32,15,35,50,30,16,10,8,8,9,101.7669318,107.1074838,114.9685835,1,1,0.135352716
21800256,11/21/2018,9,220,9,222,95.2859322,LA Lakers,R,40,78,9,25,20,28,7,44,51,23,20,2,15,15,9,109,105,95.2859322,114.392542,110.1946505,2,0.570512821,0.184210526,0.256410256,0.142423092,0.446078431,0.254237288,0.137254902,0.02688172,Cleveland,39,102,13,34,14,15,15,31,46,18,22,3,3,3,2,95.2859322,110.1946505,114.392542,1,1,0.124434389
21800257,11/21/2018,-2,211.5,1.5,217.5,105.1824247,Phoenix,R,48,98,10,34,10,10,6,30,36,28,20,9,13,13,5,116,124,105.1824247,110.2845845,117.8904179,1,0.540816327,0.146341463,0.102040816,0.112651646,0.635802469,0.117647059,0.259259259,0.156595431,Chicago,46,81,11,25,21,24,4,35,39,28,19,8,17,17,2,105.1824247,117.8904179,110.2845845,3+,0,-0.094986143
21800258,11/21/2018,-8.5,215,-8.5,214.5,97.57908615,Detroit,R,40,85,16,34,28,37,15,22,37,20,26,8,16,16,1,124,126,97.57908615,127.0764104,129.1260299,1,0.564705882,0.326086957,0.329411765,0.136425648,0.645833333,0.185185185,0.458333333,0.145857643,Houston,40,72,13,33,33,36,5,31,36,18,25,8,15,15,7,97.57908615,129.1260299,127.0764104,3+,0,-0.081127451
21800259,11/21/2018,-6.5,226,-7.5,227,111.1144394,Portland,R,34,93,9,41,23,28,10,30,40,13,20,8,17,17,6,100,143,111.1144394,89.99730419,128.696145,3IN4-B2B,0.413978495,0.178571429,0.247311828,0.138979725,0.597222222,0.302325581,0.12962963,0.108124807,Milwaukee,57,108,15,45,14,17,13,46,59,34,23,8,14,14,2,111.1144394,128.696145,89.99730419,1,0,-0.183243728
21800260,11/21/2018,-1.5,216,1,220.5,96.0516479,Denver,R,42,89,14,35,5,6,9,31,40,29,22,12,13,14,4,103,101,96.0516479,107.2339749,105.1517618,1,0.550561798,0.219512195,0.056179775,0.132525559,0.5,0.205128205,0.278481013,0.165990409,Minnesota,35,79,9,32,22,26,8,32,40,24,15,8,17,18,3,96.0516479,105.1517618,107.2339749,2,1,0.050561798
21800261,11/21/2018,-7,216.5,-6,215,98.46621532,Brooklyn,R,42,94,14,42,15,21,16,26,42,23,31,8,14,14,2,113,119,98.46621532,114.760174,120.8536345,B2B,0.521276596,0.301886792,0.159574468,0.11941317,0.557692308,0.235294118,0.41025641,0.119222304,Dallas,38,78,11,27,32,41,8,37,45,21,20,10,13,13,3,98.46621532,120.8536345,114.760174,1,0,-0.036415712
21800262,11/21/2018,-2.5,199.5,-2.5,199.5,92.80450646,Memphis,R,39,81,8,25,18,21,4,36,40,21,25,4,9,9,7,104,103,92.80450646,112.0635236,110.9859897,3IN4,0.530864198,0.108108108,0.222222222,0.090689238,0.469512195,0.217391304,0.317073171,0.086372361,San Antonio,35,82,7,22,26,30,10,33,43,21,20,4,8,9,5,92.80450646,110.9859897,112.0635236,3IN4,1,0.061352002
21800263,11/21/2018,-9.5,220,-9.5,222,98.54692308,Sacramento,R,47,89,11,25,14,19,8,40,48,27,30,5,11,11,4,119,110,98.54692308,120.7546581,111.6219528,1,0.58988764,0.19047619,0.157303371,0.101513474,0.5,0.230769231,0.25,0.08957363,Utah,38,88,12,39,22,31,12,34,46,21,21,7,10,10,7,98.54692308,111.6219528,120.7546581,1,1,0.08988764
21800264,11/21/2018,-1,222.5,1,223.5,102.2863038,Oklahoma City,R,51,106,13,35,8,15,18,43,61,29,23,10,10,10,5,123,95,102.2863038,120.2507036,92.87655971,1,0.54245283,0.339622642,0.075471698,0.081566069,0.475903614,0.14,0.192771084,0.153762663,Golden State,36,83,7,29,16,24,7,35,42,24,18,7,17,17,10,102.2863038,92.87655971,120.2507036,2,1,0.066549216
21800265,11/23/2018,1,220.5,2,221.5,96.24696796,Minnesota,R,44,92,9,25,15,17,9,29,38,25,20,15,7,7,4,112,102,96.24696796,116.3673021,105.9773644,1,0.527173913,0.195652174,0.163043478,0.065740045,0.506329114,0.236842105,0.278481013,0.173611111,Brooklyn,33,79,14,45,22,26,9,37,46,26,22,2,18,19,4,96.24696796,105.9773644,116.3673021,3IN4,1,0.020844799
